Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Philippines,PHL,..,..,65.8,..,..,..,..,69.8,..,..,..,..,72.5,..,..,..,..,73.3,73.3,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Romania,ROU,..,..,78.2,..,..,..,..,79.7,..,..,..,..,80.3,..,..,..,..,81.3,81,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Russian Federation,RUS,..,..,63.9,..,..,..,..,67.2,..,..,..,..,69.6,..,..,..,..,67.4,68.1,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Saudi Arabia,SAU,..,..,60.7,..,..,..,..,61,..,..,..,..,63,..,..,..,..,61.2,61.7,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Singapore,SGP,..,..,78.8,..,..,..,..,78,..,..,..,..,80.6,..,..,..,..,81.6,80.7,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Serbia,SRB,..,..,85.9,..,..,..,..,87.6,..,..,..,..,87.7,..,..,..,..,86.6,86.4,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Somalia,SOM,..,..,38.2,..,..,..,..,41.4,..,..,..,..,35.3,..,..,..,..,40.6,38.8,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,South Asia,SAS,..,..,61.2099774780115,..,..,..,..,61.4133442477934,..,..,..,..,64.8461808598262,..,..,..,..,67.7523385381184,68.1623269875018,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,South Africa,ZAF,..,..,34.2,..,..,..,..,24.1,..,..,..,..,27.9,..,..,..,..,37.6,37.1,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Spain,ESP,..,..,79.9,..,..,..,..,80.5,..,..,..,..,83.1,..,..,..,..,84.5,84.1,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Sri Lanka,LKA,..,..,64.9,..,..,..,..,70.2,..,..,..,..,72,..,..,..,..,74,74.1,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Switzerland,CHE,..,..,77,..,..,..,..,78.5,..,..,..,..,79.3,..,..,..,..,80,79.8,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Sweden,SWE,..,..,80.9,..,..,..,..,79.1,..,..,..,..,79.9,..,..,..,..,77.8,79.2,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Tajikistan,TJK,..,..,63.1,..,..,..,..,66.4,..,..,..,..,65.9,..,..,..,..,67.9,68.2,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Thailand,THA,..,..,56.8,..,..,..,..,54.4,..,..,..,..,59.7,..,..,..,..,63.6,63.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Tanzania,TZA,..,..,21.2,..,..,..,..,17.4,..,..,..,..,22.7,..,..,..,..,28.3,29.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Turkey,TUR,..,..,84.1,..,..,..,..,84.9,..,..,..,..,85.8,..,..,..,..,84.8,85.6,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Uganda,UGA,..,..,21.6,..,..,..,..,25.8,..,..,..,..,32.6,..,..,..,..,37.8,38.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,United Kingdom,GBR,..,..,83.9,..,..,..,..,84.8,..,..,..,..,84.6,..,..,..,..,84,83.6,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,United Arab Emirates,ARE,..,..,74.7,..,..,..,..,67.9,..,..,..,..,72.6,..,..,..,..,76.4,77.2,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,United States,USA,..,..,77.8,..,..,..,..,78,..,..,..,..,79.9,..,..,..,..,80.1,79.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Vietnam,VNM,..,..,66.2,..,..,..,..,65.5,..,..,..,..,69.7,..,..,..,..,71.3,71.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Uzbekistan,UZB,..,..,71.6,..,..,..,..,75.5,..,..,..,..,78.8,..,..,..,..,80.8,80.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Zimbabwe,ZWE,..,..,10.1,..,..,..,..,10.3,..,..,..,..,15.5,..,..,..,..,21.7,22.9,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,"Yemen, Rep.",YEM,..,..,73.9,..,..,..,..,74.3,..,..,..,..,74.7,..,..,..,..,66.3,71.5,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,"Korea, Rep.",KOR,..,..,73.2,..,..,..,..,70.7,..,..,..,..,68.5,..,..,..,..,70,70.6,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Brunei Darussalam,BRN,..,..,77.2,..,..,..,..,78,..,..,..,..,81.4,..,..,..,..,81.7,81.8,..,..
"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,Qatar,QAT,..,..,65,..,..,..,..,60.7,..,..,..,..,63.2,..,..,..,..,65.9,66.9,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,13.1,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Argentina,ARG,..,..,..,..,..,..,15.7,..,..,..,..,..,..,..,6.394649,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Azerbaijan,AZE,..,..,12.01427,..,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Bangladesh,BGD,..,..,..,..,..,20.9036756108,..,..,25.7,..,..,..,..,..,..,5.72861,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Brazil,BRA,..,..,..,..,..,..,9.4,..,..,8.1,6.9,6.6,..,5.75,..,4.297545,4.77860482242506,3.52,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Colombia,COL,..,..,..,..,..,..,..,6.2,..,5.3,..,8.29,..,..,9.5,..,8.569861,6.92,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,11.5,..,..,..,4.8,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Iraq,IRQ,..,..,17.44824,..,..,..,..,..,17.9,..,..,..,..,8.3,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Kenya,KEN,..,6.9,40.1,..,..,..,..,..,..,..,..,34.9416710075228,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Mexico,MEX,..,..,..,..,..,..,12.2,..,..,10.9,..,16.5,11.3,9.1,..,7.350553,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Nepal,NPL,..,42.2,..,..,..,..,..,..,..,..,36.2,..,..,..,..,..,41.5049127269705,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,15.6,..,..,12.5,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Portugal,PRT,..,..,..,4.58618580669755,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Philippines,PHL,..,..,..,16.26185,..,..,..,..,..,..,..,..,..,10.9,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Romania,ROU,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Serbia,SRB,..,..,..,..,..,..,..,7.2,..,..,..,..,..,..,..,..,23.42707,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,45.5,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,South Africa,ZAF,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Sri Lanka,LKA,..,20.4,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Tajikistan,TJK,..,7.9,..,..,..,..,..,8.7,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Thailand,THA,..,..,..,..,..,..,..,15.7,15.7,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Tanzania,TZA,..,..,..,41.4733688044,..,..,..,..,35,..,..,..,..,30.8,..,..,35.26557,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Turkey,TUR,..,5.2047754395,..,..,..,..,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,39.82124,..,..,..,..,..,37.1,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,21,..,..,..,..,12.5,11.7,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Uzbekistan,UZB,..,..,21.99937,..,..,..,..,5.3,5.3,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Zimbabwe,ZWE,..,15.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,"Yemen, Rep.",YEM,..,12.38181,..,..,..,..,..,..,20.7,..,..,..,17.1,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Argentina,ARG,..,..,..,..,..,..,9.8,..,..,..,..,..,..,..,3.486703,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Azerbaijan,AZE,..,..,7.330279,..,..,..,..,4.5,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Bangladesh,BGD,..,..,..,..,..,13.9129715635,..,..,6.4,..,..,..,..,..,..,4.224495,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Brazil,BRA,..,..,..,..,..,..,4.60644,..,..,4,3.5,3.3,..,2.59,..,2.071282,2.20961609178223,1.53,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Colombia,COL,..,..,..,..,..,..,..,1.8,..,2.3,..,4.39,..,..,4.7,..,4.455055,4.1,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,4.3,..,..,..,0.9,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Iraq,IRQ,..,..,9.674926,..,..,..,..,..,11.3,..,..,..,..,4.3,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Kenya,KEN,..,6.4,35.2,..,..,..,..,..,..,..,..,33.9214473789197,..,..,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
